class_id	category	line	signature	guard	error_guard	uses_active	files	gender	body_sha256
mkV101	V	23878	Str -> V	True	True	0			9bbc97a7bddda05887a4424df59d41fcf54367000cc00e81a13ed84b8144268c
mkV102	V	23906	Str -> V	True	True	0			9373355fa08c71f1612fa36f6a688fd9c3829c6219b81e6bb1e675b6c365dcfa
mkV103	V	23934	Str -> V	True	True	0			861efd9af5bed09929d1edc1e06a862f6b0894806a7c6c68036ec061f6921991
mkV104	V	23962	Str -> V	True	True	0			5138bbe30c10de67c220777af1315c0c541f83f2d34000db44784e6e274fdd96
mkV105	V	23989	Str -> V	True	True	0			e794f050d2a39fee9f4c0f3f411438c628cdbe2e07ee13ab126094db278420a1
mkV106	V	24017	Str -> V	True	True	0			d561d7f4217b8553b3f2df29e32a511f41a6b486e836e89d44079bee31b58e01
mkV107	V	24043	Str -> V	True	True	0			d794b9eb0c301255a1dd470c1c364cba9214a9bb99257b9d8ac241b287042e21
mkV108	V	24069	Str -> V	True	True	0			8f6979f95af2edf8d142d86ae32393fe370bf2f686e8080df3cb67539dd733c8
mkV109	V	24097	Str -> V	True	True	0			c8621c74186396440cadfb7ee5c9efeb44d23c4047c8b4f6dbd561d61e157751
mkV110	V	24125	Str -> V	True	True	0			0c7b48cbf798bf23474ca2e4f1e88dc5a49efa41227a66495f789f98ed7d2181
mkV111	V	24153	Str -> V	False	False	0			0ccc765afde56cad2b06e8b05890b12ae0fa7df36d3b636ac42a04435895bb4e
mkV112	V	24250	Str -> V	True	True	0			a7a75aeadba09cd2e7c52ed95930f34260acc2ba9612d60ea65716269b46b184
mkV113	V	24350	Str -> V	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2		188a40993d98277b4963dbb5dc45f3107ff475dbea63c5f3d119a9d884afb6aa
mkV114	V	24450	Str -> V	False	False	0			238df04de3352f6e5d8fbe8f5c31f1024584071fa0682b49fd586e47a57011a4
mkV115	V	24547	Str -> V	False	False	0			9521fa91378b8e294287d50c99bd55f65c57c01da10cb5f825655fb0abae1e24
mkV116	V	24644	Str -> V	True	True	0			c3da3eb4d6ea392cf084cc5542a051ecb81fd06103523f7156ca1614733970ef
mkV117	V	24744	Str -> V	True	True	0			6cf9bc0e4728f48b3131b4873772f49cc004fb77afd5b336b7fb8c9f28658ec1
mkV118	V	24844	Str -> V	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2		fd8e6bbda9c5bcdf61359130446cae2734908a056521d30d117a1062214ebad4
mkV119	V	24944	Str -> V	True	True	0			7921fcb05f255763ba5d2df91f1da405d31ab82392ecda662189e80efc0d5b61
mkV120	V	25044	Str -> V	True	True	0			cafef2f70390b2531a4e2638be1683d69bbf8b68fd592f9c39c57cd84e8f0846
mkV121	V	25143	Str -> V	True	True	0			687fa2ec91b94dfbb465f544b3800c615f8daaea97236fc2cd351fac0c04b364
mkV122	V	25270	Str -> V	True	True	0			6c7b9519445faaee5c5db8f3dd48c375ef72bf939be266681ed9cd9bd1ef2d5d
mkV123	V	25394	Str -> V	True	True	0			7fade9d2ca59e7ac8e448fe39ba58d0f43c11d6a377c3ba185eddc45f0c747ad
mkV124	V	25517	Str -> V	True	True	0			cf3aac95faf012e8b3473779b9158adee3a9e55c3b173787e741f298bf7e4cf1
mkV125	V	25640	Str -> V	True	True	0			9d3f8b7167ff5240ca732960e41e47ccf274257f9f83571ec418370853f228fb
mkV126	V	25763	Str -> V	True	True	0			3565da2589da2c1774daa8179849744d03f2085836e8c20cffdf77104ba17a87
mkV127	V	25887	Str -> V	False	False	0			8a327d4b59cc2d4e4f5e57eea53e88f88c61b271df5358039b0245ee4a8933cf
mkV128	V	26008	Str -> V	True	True	0			7d9bd59f74f4a30cfd325acb3ea4c96749723fd41d82aae6de242a9b66c8ad1b
mkV129	V	26132	Str -> V	True	True	0			929db6272670d0f4b855a2be229cc05372d5acc17f1dc5a647935220b8e52c95
mkV130	V	26255	Str -> V	True	True	0			e788f40f109a308abc8bb4f7e110a758face60b4bfeaa08d07ffd1768f06c894
mkV131	V	26378	Str -> V	True	True	0			59f9019418468d6c5b78881f88b8f502a7bb06c32aa2292a2ef43f6881b6a58e
mkV132	V	26458	Str -> V	True	True	0			8756676e30c3ccabcf4a266c57ff3809ad7782da4223c3186839d2a27c0792fb
mkV133	V	26531	Str -> V	True	True	0			b32e82389de6deee04785126c2cc11198c37183de1ae7318a9bfcd47dd4b4ae9
mkV134	V	26612	Str -> V	False	False	0			aadc2dac5750e568e9afa3b3233578674647d83ec4fb5ee7d872cb1b40281d74
mkV135	V	26674	Str -> V	True	True	0			b2d2b27b21cfa320d169d79d5ccacde1a39e0c342141a02f75bbf871250940cc
